Gene ID	Gene Name	log2foldchange	p-value
ENSG00000149658	YTHDF1	0.4	4.70E-07
ENSG00000149679	CABLES2	0.1	0.276958031
ENSG00000149716	LTO1	-0.2	0.000132182
ENSG00000149735	GPHA2	-1.8	2.79E-07
ENSG00000149742	SLC22A9	-0.2	0.002287234
ENSG00000149743	TRPT1	-0.2	0.00094428
ENSG00000149761	NUDT22	-0.1	0.105619439
ENSG00000149781	FERMT3	0.8	6.35E-05
ENSG00000149782	PLCB3	-0.3	0.000231258
ENSG00000149792	MRPL49	0.2	0.004620635
ENSG00000149809	TM7SF2	-0.7	1.53E-06
ENSG00000149823	VPS51	-0.6	6.21E-07
ENSG00000149922	TBX6	-0.4	3.56E-07
ENSG00000149923	PPP4C	0.5	1.72E-06
ENSG00000149926	TLCD3B	-0.5	2.73E-06
ENSG00000149927	DOC2A	-0.4	3.59E-06
ENSG00000149929	HIRIP3	-0.2	0.004460831
ENSG00000149930	TAOK2	-0.4	1.16E-06
ENSG00000149932	TMEM219	0.2	0.013654627
ENSG00000149948	HMGA2	1.4	1.84E-05
ENSG00000149968	MMP3	0.6	0.021806997
ENSG00000149970	CNKSR2	-0.3	0.012885534
ENSG00000149972	CNTN5	-0.2	0.000247464
ENSG00000150045	KLRF1	-0.5	0.018224332
ENSG00000150048	CLEC1A	0.1	0.658492439
ENSG00000150051	MKX	0.1	0.183592029
ENSG00000150054	MPP7	-1.1	6.75E-08
ENSG00000150093	ITGB1	1.1	1.52E-11
ENSG00000150201	FXYD4	-0.3	6.82E-05
ENSG00000150275	PCDH15	-0.1	0.075151485
ENSG00000150281	CTF1	-0.3	0.002963459
ENSG00000150316	CWC15	0.1	0.027881023
ENSG00000150347	ARID5B	0.9	1.50E-06
ENSG00000150361	KLHL1	-0.5	5.26E-07
ENSG00000150394	CDH8	-0.2	0.004244768
ENSG00000150401	DCUN1D2	0.1	0.007526182
ENSG00000150403	TMCO3	0.3	0.000259922
ENSG00000150433	TMEM218	-0.1	0.002839936
ENSG00000150455	TIRAP	-0.4	7.28E-10
ENSG00000150456	EEF1AKMT1	0	0.461668719
ENSG00000150457	LATS2	1.2	8.46E-09
ENSG00000150459	SAP18	0.3	2.05E-05
ENSG00000150471	ADGRL3	-0.1	0.623475776
ENSG00000150477	KIAA1328	-0.4	9.41E-07
ENSG00000150510	FAM124A	-0.4	4.77E-07
ENSG00000150527	MIA2	0.3	0.044463723
ENSG00000150540	HNMT	0.9	1.10E-08
ENSG00000150551	LYPD1	0.6	0.00062352
ENSG00000150556	LYPD6B	-0.2	0.264263286
ENSG00000150593	PDCD4	-1.3	1.26E-07
ENSG00000150594	ADRA2A	-0.1	0.802992894
ENSG00000150625	GPM6A	-0.2	0.000217353
ENSG00000150627	WDR17	0	0.906314337
ENSG00000150628	SPATA4	-0.4	2.65E-07
ENSG00000150630	VEGFC	1.2	1.37E-08
ENSG00000150636	CCDC102B	1.5	4.01E-08
ENSG00000150637	CD226	-0.1	0.345585849
ENSG00000150656	CNDP1	-0.5	0.000263203
ENSG00000150667	FSIP1	-0.1	0.050417753
ENSG00000150672	DLG2	-0.1	0.156128156
ENSG00000150676	CCDC83	-0.1	0.012885534
ENSG00000150681	RGS18	0.7	0.00821983
ENSG00000150687	PRSS23	1.4	1.88E-09
ENSG00000150712	MTMR12	-0.2	0.033337412
ENSG00000150722	PPP1R1C	-0.1	0.089343244
ENSG00000150750	C11orf53	-0.4	4.63E-07
ENSG00000150753	CCT5	0.6	5.76E-07
ENSG00000150756	ATPSCKMT	0.1	0.118509012
ENSG00000150760	DOCK1	0.4	3.50E-06
ENSG00000150764	DIXDC1	0.2	0.016067168
ENSG00000150768	DLAT	0.3	0.004592394
ENSG00000150773	PIH1D2	0	0.901971488
ENSG00000150776	NKAPD1	0	0.665182653
ENSG00000150779	TIMM8B	0.3	3.37E-05
ENSG00000150782	IL18	1.3	1.25E-06
ENSG00000150783	TEX12	-0.1	0.070121206
ENSG00000150787	PTS	0.6	1.23E-07
ENSG00000150867	PIP4K2A	0.9	1.22E-06
ENSG00000150873	C2orf50	-0.4	2.57E-06
ENSG00000150893	FREM2	0.2	0.275698098
ENSG00000150907	FOXO1	0.6	8.52E-07
ENSG00000150938	CRIM1	0.6	5.77E-07
ENSG00000150961	SEC24D	0.1	0.388819665
ENSG00000150967	ABCB9	-0.2	0.000141966
ENSG00000150977	RILPL2	0.6	6.98E-06
ENSG00000150990	DHX37	-0.2	0.009943798
ENSG00000150991	UBC	0.4	9.48E-07
ENSG00000150995	ITPR1	0.7	1.56E-05
ENSG00000151005	TKTL2	-0.2	0.00045135
ENSG00000151012	SLC7A11	0.1	0.610805512
ENSG00000151014	NOCT	-0.5	5.08E-07
ENSG00000151023	ENKUR	-0.2	0.002024493
ENSG00000151025	GPR158	0	0.955730226
ENSG00000151062	CACNA2D4	0.1	0.104247366
ENSG00000151065	DCP1B	0.2	0.005804209
ENSG00000151067	CACNA1C	0.3	0.000141258
ENSG00000151090	THRB	-0.3	0.004175695
ENSG00000151092	NGLY1	0	0.736256542
ENSG00000151093	OXSM	-0.2	0.000789592
ENSG00000151116	UEVLD	0.6	9.81E-06
ENSG00000151117	TMEM86A	-0.2	0.002569453
ENSG00000151131	C12orf45	-0.2	0.005018734
ENSG00000151135	TMEM263	0.4	7.58E-06
ENSG00000151136	BTBD11	0.4	0.003017498
ENSG00000151148	UBE3B	0.2	0.002059207
ENSG00000151150	ANK3	-0.3	0.03458244
ENSG00000151151	IPMK	-0.1	0.157621024
ENSG00000151164	RAD9B	0	0.467715481
ENSG00000151176	PLBD2	0.7	1.03E-10
ENSG00000151208	DLG5	0.7	2.89E-09
ENSG00000151224	MAT1A	-1.3	3.61E-07
ENSG00000151229	SLC2A13	0.1	0.400880043
ENSG00000151233	GXYLT1	0.3	0.002263185
ENSG00000151239	TWF1	0.4	0.000417856
ENSG00000151240	DIP2C	0.6	3.65E-08
ENSG00000151247	EIF4E	0.3	0.00324764
ENSG00000151276	MAGI1	0	0.764976314
ENSG00000151287	TEX30	0.3	0.00177457
ENSG00000151292	CSNK1G3	0.3	0.001044479
ENSG00000151304	SRFBP1	0.6	4.23E-05
ENSG00000151320	AKAP6	-0.3	0.000123856
ENSG00000151322	NPAS3	-0.5	2.57E-07
ENSG00000151327	FAM177A1	0.6	1.32E-06
ENSG00000151332	MBIP	0.4	0.000131393
ENSG00000151338	MIPOL1	-0.1	0.539295259
ENSG00000151348	EXT2	0.3	6.35E-06
ENSG00000151353	TMEM18	-0.3	6.91E-05
ENSG00000151360	ALLC	-0.3	2.44E-06
ENSG00000151364	KCTD14	-0.7	0.016067051
ENSG00000151365	THRSP	-0.3	1.78E-05
ENSG00000151366	NDUFC2	-0.2	0.000472074
ENSG00000151376	ME3	0.3	0.000231453
ENSG00000151388	ADAMTS12	2.4	3.86E-13
ENSG00000151413	NUBPL	0.2	0.000612737
ENSG00000151414	NEK7	0.6	5.35E-07
ENSG00000151418	ATP6V1G3	-0.2	0.000610392
ENSG00000151422	FER	0.8	1.55E-09
ENSG00000151445	VIPAS39	0.4	3.55E-07
ENSG00000151458	ANKRD50	1.2	1.03E-11
ENSG00000151461	UPF2	0.3	0.001085095
ENSG00000151465	CDC123	0.4	1.51E-06
ENSG00000151466	SCLT1	0.4	0.000178215
ENSG00000151468	CCDC3	0.3	0.057560209
ENSG00000151470	C4orf33	0.2	0.065243476
ENSG00000151474	FRMD4A	0.3	0.019326083
ENSG00000151475	SLC25A31	-0.1	0.025825826
ENSG00000151490	PTPRO	1	6.26E-08
ENSG00000151491	EPS8	1.1	1.89E-08
ENSG00000151498	ACAD8	-0.2	0.006077442
ENSG00000151500	THYN1	0.3	7.95E-05
ENSG00000151502	VPS26B	0.1	0.162267315
ENSG00000151503	NCAPD3	0.1	0.081765087
ENSG00000151532	VTI1A	-0.1	0.002646885
ENSG00000151552	QDPR	-0.1	0.204085544
ENSG00000151553	FAM160B1	0.5	1.75E-06
ENSG00000151572	ANO4	-0.2	0.000249772
ENSG00000151575	TEX9	0.4	0.002032299
ENSG00000151576	QTRT2	0.5	1.04E-05
ENSG00000151577	DRD3	-0.3	1.19E-06
ENSG00000151611	MMAA	0.4	0.000322662
ENSG00000151612	ZNF827	0.8	1.30E-06
ENSG00000151615	POU4F2	0	0.242847776
ENSG00000151617	EDNRA	2.8	6.93E-12
ENSG00000151623	NR3C2	-0.8	3.16E-07
ENSG00000151631	AKR1C6P	-0.2	5.50E-05
ENSG00000151632	AKR1C2	-0.1	0.004811672
ENSG00000151640	DPYSL4	-0.3	1.14E-05
ENSG00000151650	VENTX	-0.2	0.001078206
ENSG00000151651	ADAM8	0.9	3.50E-08
ENSG00000151655	ITIH2	0.4	0.013404005
ENSG00000151657	KIN	0.5	2.03E-06
ENSG00000151665	PIGF	0.2	0.013842609
ENSG00000151687	ANKAR	-0.1	0.000207684
ENSG00000151689	INPP1	0.2	0.024612489
ENSG00000151690	MFSD6	0.5	0.000130948
ENSG00000151692	RNF144A	0	0.914525507
ENSG00000151693	ASAP2	1.2	1.67E-09
ENSG00000151694	ADAM17	0.6	8.16E-08
ENSG00000151702	FLI1	1.1	0.00018131
ENSG00000151704	KCNJ1	-0.4	9.97E-06
ENSG00000151715	TMEM45B	0.5	0.036550206
ENSG00000151718	WWC2	0.4	0.000502073
ENSG00000151725	CENPU	1.3	1.05E-05
ENSG00000151726	ACSL1	0.5	7.16E-05
ENSG00000151729	SLC25A4	-0.2	0.023304982
ENSG00000151743	AMN1	0	0.976534291
ENSG00000151746	BICD1	0.4	4.01E-06
ENSG00000151748	SAV1	-0.3	0.006420524
ENSG00000151773	CCDC122	0	0.549200663
ENSG00000151778	SERP2	0.2	0.022391376
ENSG00000151779	NBAS	-0.2	0.001510519
ENSG00000151789	ZNF385D	-0.3	0.004372615
ENSG00000151790	TDO2	2.2	2.42E-08
ENSG00000151806	GUF1	0	0.72544296
ENSG00000151812	SLC35F4	0	0.75890679
ENSG00000151834	GABRA2	0.2	0.174119213
ENSG00000151835	SACS	0.8	7.79E-06
ENSG00000151846	PABPC3	0.2	0.000735038
ENSG00000151849	CENPJ	0.9	2.04E-06
ENSG00000151876	FBXO4	-0.2	0.000229094
ENSG00000151881	TMEM267	0.5	1.19E-06
ENSG00000151882	CCL28	-0.3	0.13441389
ENSG00000151883	PARP8	0.8	2.03E-06
ENSG00000151892	GFRA1	-0.3	0.022994338
ENSG00000151893	CACUL1	0.1	0.285157986
ENSG00000151914	DST	0.6	2.10E-06
ENSG00000151917	BEND6	0.7	1.63E-06
ENSG00000151923	TIAL1	0.4	2.93E-07
ENSG00000151929	BAG3	0.7	6.31E-05
ENSG00000151948	GLT1D1	-0.3	4.24E-05
ENSG00000151952	TMEM132D	0	0.90643136
ENSG00000151962	RBM46	-0.1	0.00027812
ENSG00000152034	MCHR2	-0.2	0.000146809
ENSG00000152049	KCNE4	1.2	1.42E-06
ENSG00000152061	RABGAP1L	0.1	0.276109322
ENSG00000152078	TLCD4	-0.8	2.74E-06
ENSG00000152082	MZT2B	-0.3	0.000407092
ENSG00000152092	ASTN1	-0.1	0.072571423
ENSG00000152102	FAM168B	0.2	0.001104185
ENSG00000152104	PTPN14	1	8.85E-11
ENSG00000152127	MGAT5	0.3	0.002856324
ENSG00000152128	TMEM163	0.1	0.62143694
ENSG00000152133	GPATCH11	0.3	0.003295166
ENSG00000152137	HSPB8	0.1	0.666845313
ENSG00000152147	GEMIN6	0.4	8.31E-06
ENSG00000152154	TMEM178A	0.2	0.101070857
ENSG00000152192	POU4F1	-0.1	0.196627358
ENSG00000152193	OBI1	0.6	4.21E-06
ENSG00000152207	CYSLTR2	-0.3	3.35E-06
ENSG00000152208	GRID2	-0.5	9.09E-07
ENSG00000152213	ARL11	0.4	0.01409397
ENSG00000152214	RIT2	-0.2	0.000221009
ENSG00000152217	SETBP1	-0.2	0.147770581
ENSG00000152219	ARL14EP	0.3	0.001010316
ENSG00000152223	EPG5	0.4	6.51E-06
ENSG00000152229	PSTPIP2	0.5	0.000187533
ENSG00000152234	ATP5F1A	-0.4	4.61E-08
ENSG00000152240	HAUS1	0.6	1.34E-06
ENSG00000152242	C18orf25	0.3	0.001903679
ENSG00000152253	SPC25	0.3	0.00978646
ENSG00000152254	G6PC2	-0.3	0.123615477
ENSG00000152256	PDK1	0.3	0.06905922
ENSG00000152266	PTH	-0.1	0.066586787
ENSG00000152270	PDE3B	-0.4	0.001065126
ENSG00000152284	TCF7L1	0.1	0.402364441
ENSG00000152291	TGOLN2	0.4	1.70E-05
ENSG00000152292	SH2D6	-0.7	9.20E-08
ENSG00000152315	KCNK13	-0.4	1.24E-05
ENSG00000152332	UHMK1	0.7	3.42E-06
ENSG00000152348	ATG10	0.2	0.011097836
ENSG00000152359	POC5	0.4	0.000347924
ENSG00000152377	SPOCK1	2.2	3.17E-11
ENSG00000152382	TADA1	0.5	1.36E-05
ENSG00000152402	GUCY1A2	0.6	0.008661506
ENSG00000152404	CWF19L2	0.4	5.99E-05
ENSG00000152409	JMY	-0.1	0.137613772
ENSG00000152413	HOMER1	0.6	6.43E-07
ENSG00000152422	XRCC4	1	1.91E-07
ENSG00000152430	BOLL	-0.2	0.002119565
ENSG00000152433	ZNF547	-0.1	0.050702379
ENSG00000152443	ZNF776	0.5	0.000149422
ENSG00000152454	AC010326.1	0.2	0.017933204
ENSG00000152455	SUV39H2	-0.1	0.321663129
ENSG00000152457	DCLRE1C	0.4	2.23E-05
ENSG00000152463	OLAH	-0.3	1.36E-05
ENSG00000152464	RPP38	0.3	0.000587922
ENSG00000152465	NMT2	0.3	0.016795371
ENSG00000152467	ZSCAN1	-0.3	2.56E-05
ENSG00000152475	ZNF837	-0.5	7.54E-07
ENSG00000152484	USP12	0	0.506020466
ENSG00000152492	CCDC50	0.4	0.000118249
ENSG00000152495	CAMK4	0.4	0.007994733
ENSG00000152503	TRIM36	-0.6	1.37E-07
ENSG00000152518	ZFP36L2	0.7	4.14E-07
ENSG00000152520	PAN3	0.2	0.00248757
ENSG00000152527	PLEKHH2	1.2	1.53E-07
ENSG00000152556	PFKM	0.7	4.51E-08
ENSG00000152558	TMEM123	0.5	5.64E-07
ENSG00000152578	GRIA4	-0.5	5.01E-08
ENSG00000152580	IGSF10	-0.4	0.010688058
ENSG00000152582	SPEF2	-0.1	0.351533595
ENSG00000152583	SPARCL1	0.7	1.36E-05
ENSG00000152591	DSPP	-0.4	1.85E-05
ENSG00000152592	DMP1	-0.2	0.000290824
ENSG00000152595	MEPE	-0.3	6.31E-06
ENSG00000152601	MBNL1	0.7	7.05E-06
ENSG00000152611	CAPSL	-0.1	0.132140047
ENSG00000152620	NADK2	-0.6	5.77E-07
ENSG00000152642	GPD1L	-0.5	4.74E-07
ENSG00000152661	GJA1	1.7	7.87E-09
ENSG00000152669	CCNO	-0.5	0.000416393
ENSG00000152670	DDX4	-0.2	9.73E-05
ENSG00000152672	CLEC4F	-0.3	0.003374767
ENSG00000152683	SLC30A6	0.1	0.336944564
ENSG00000152684	PELO	0.9	4.80E-09
ENSG00000152689	RASGRP3	0.4	0.002644822
ENSG00000152700	SAR1B	-0.2	0.009545344
ENSG00000152705	CATSPER3	-0.2	0.001812393
ENSG00000152749	GPR180	0.4	4.24E-06
ENSG00000152760	TCTEX1D1	0.1	0.208489263
ENSG00000152763	WDR78	-0.1	0.020490046
ENSG00000152766	ANKRD22	1.3	7.45E-06
ENSG00000152767	FARP1	0.5	4.38E-06
ENSG00000152778	IFIT5	0.5	6.42E-07
ENSG00000152782	PANK1	-0.4	0.014992186
ENSG00000152784	PRDM8	-0.6	3.11E-08
ENSG00000152785	BMP3	-0.7	3.47E-09
ENSG00000152795	HNRNPDL	0.4	4.78E-07
ENSG00000152804	HHEX	-0.1	0.329274472
ENSG00000152818	UTRN	0.2	0.037627946
ENSG00000152822	GRM1	-0.5	4.93E-07
ENSG00000152894	PTPRK	0.6	3.24E-07
ENSG00000152904	GGPS1	0.4	3.26E-08
ENSG00000152910	CNTNAP4	-0.2	0.012106176
ENSG00000152926	ZNF117	1.1	7.82E-09
ENSG00000152931	PART1	-0.4	2.69E-06
ENSG00000152932	RAB3C	0	0.910946996
ENSG00000152936	LMNTD1	-0.4	4.98E-07
ENSG00000152939	MARVELD2	-0.1	0.559884686
ENSG00000152942	RAD17	-0.3	0.000202857
ENSG00000152944	MED21	0.5	8.89E-08
ENSG00000152952	PLOD2	1.3	3.94E-08
ENSG00000152953	STK32B	-0.1	0.097820493
ENSG00000152954	NRSN1	-0.3	5.94E-07
ENSG00000152969	JAKMIP1	-0.3	0.000252633
ENSG00000152977	ZIC1	-0.3	3.63E-06
ENSG00000152990	ADGRA3	0.4	0.001184034
ENSG00000153002	CPB1	-0.5	0.478835382
ENSG00000153006	SREK1IP1	0.4	1.26E-06
ENSG00000153012	LGI2	-0.3	2.48E-05
ENSG00000153015	CWC27	0.8	4.29E-07
ENSG00000153029	MR1	1.2	3.47E-08
ENSG00000153044	CENPH	0.2	0.129182877
ENSG00000153046	CDYL	0.7	5.67E-08
ENSG00000153048	CARHSP1	0.4	3.35E-06
ENSG00000153060	TEKT5	-0.4	1.27E-07
ENSG00000153064	BANK1	0.2	0.29202422
ENSG00000153066	TXNDC11	-0.1	0.068093164
ENSG00000153071	DAB2	0.8	9.05E-07
ENSG00000153086	ACMSD	0	0.690632694
ENSG00000153093	ACOXL	-0.1	0.004247466
ENSG00000153094	BCL2L11	0.2	0.059511797
ENSG00000153107	ANAPC1	0	0.458178591
ENSG00000153113	CAST	0.7	2.39E-07
ENSG00000153130	SCOC	-0.1	0.241987066
ENSG00000153132	CLGN	0.1	0.429737011
ENSG00000153140	CETN3	0.5	6.77E-07
ENSG00000153147	SMARCA5	0.4	3.49E-06
ENSG00000153157	SYCP2L	-0.1	0.221318051
ENSG00000153162	BMP6	-0.4	0.002574367
ENSG00000153179	RASSF3	0.2	0.014553034
ENSG00000153187	HNRNPU	0.4	3.25E-07
ENSG00000153201	RANBP2	0.2	0.000250265
ENSG00000153207	AHCTF1	0.3	0.000166337
ENSG00000153208	MERTK	0.5	0.011725889
ENSG00000153214	TMEM87B	0.8	2.94E-06
ENSG00000153233	PTPRR	0.7	0.000861752
ENSG00000153234	NR4A2	0.4	0.127507524
ENSG00000153237	CCDC148	0	0.741487916
ENSG00000153246	PLA2R1	1.2	2.81E-08
ENSG00000153250	RBMS1	1.4	2.24E-09
ENSG00000153253	SCN3A	0	0.798931271
ENSG00000153266	FEZF2	-0.5	1.62E-07
ENSG00000153283	CD96	0.2	0.266818727
ENSG00000153291	SLC25A27	-0.1	0.671226237
ENSG00000153292	ADGRF1	1.1	5.55E-06
ENSG00000153294	ADGRF4	0.4	0.001289838
ENSG00000153303	FRMD1	-0.4	5.09E-07
ENSG00000153310	FAM49B	0.6	5.08E-06
ENSG00000153317	ASAP1	1	5.82E-09
ENSG00000153339	TRAPPC8	0.1	0.131382444
ENSG00000153347	FAM81B	0.2	0.064911923
ENSG00000153363	LINC00467	-0.2	0.074144908
ENSG00000153391	INO80C	0.2	0.02129825
ENSG00000153395	LPCAT1	1	4.14E-08
ENSG00000153404	PLEKHG4B	-0.3	3.98E-06
ENSG00000153406	NMRAL1	-0.3	0.000256606
ENSG00000153443	UBALD1	0	0.749434298
ENSG00000153446	C16orf89	-0.4	0.044151924
ENSG00000153485	TMEM251	0.1	0.278123689
ENSG00000153487	ING1	-0.1	0.090047534
ENSG00000153495	TEX29	-0.3	0.000314257
ENSG00000153498	SPACA7	-0.2	0.000375303
ENSG00000153531	ADPRHL1	-0.6	8.00E-07
ENSG00000153551	CMTM7	0.7	2.52E-07
ENSG00000153558	FBXL2	0.7	2.13E-08
ENSG00000153560	UBP1	0.2	0.008299833
ENSG00000153561	RMND5A	0	0.728794342
ENSG00000153563	CD8A	0.1	0.591424639
ENSG00000153574	RPIA	0.1	0.122892161
ENSG00000153707	PTPRD	0.7	0.000240119
ENSG00000153714	LURAP1L	0.1	0.424092688
ENSG00000153721	CNKSR3	-0.8	1.50E-08
ENSG00000153767	GTF2E1	0.6	3.43E-07
ENSG00000153774	CFDP1	0.4	0.003072176
ENSG00000153786	ZDHHC7	0.8	6.75E-10
ENSG00000153790	C7orf31	0	0.652447902
ENSG00000153802	TMPRSS11D	-0.5	1.45E-05
ENSG00000153814	JAZF1	0.9	3.18E-08
ENSG00000153815	CMIP	0.5	3.87E-07
ENSG00000153820	SPHKAP	-0.2	0.000136698
ENSG00000153822	KCNJ16	-1.2	0.018017879
ENSG00000153823	PID1	0	0.870058992
ENSG00000153827	TRIP12	0.6	6.95E-09
ENSG00000153832	FBXO36	-0.2	0.004735192
ENSG00000153879	CEBPG	-0.1	0.363311159
ENSG00000153885	KCTD15	0	0.982969092
ENSG00000153896	ZNF599	0.1	0.063472631
ENSG00000153898	MCOLN2	0.4	0.015639277
ENSG00000153902	LGI4	-0.4	5.48E-05
ENSG00000153904	DDAH1	0	0.91007687
ENSG00000153914	SREK1	0.1	0.010373333
ENSG00000153922	CHD1	0.5	0.000163457
ENSG00000153923	CLCA3P	-0.1	0.008256206
ENSG00000153930	ANKFN1	-0.5	1.79E-06
ENSG00000153933	DGKE	0.2	0.070176303
ENSG00000153936	HS2ST1	0.5	6.01E-09
ENSG00000153944	MSI2	0.8	1.17E-07
ENSG00000153956	CACNA2D1	1.5	9.87E-08
ENSG00000153975	ZUP1	0.4	0.004221325
ENSG00000153976	HS3ST3A1	0.6	0.005674436
ENSG00000153982	GDPD1	0	0.776373311
ENSG00000153989	NUS1	0.2	0.000490555
ENSG00000153993	SEMA3D	-0.3	3.53E-07
ENSG00000154001	PPP2R5E	0.6	2.51E-07
ENSG00000154007	ASB17	-0.2	9.77E-05
ENSG00000154016	GRAP	-0.4	0.002788068
ENSG00000154025	SLC5A10	-0.5	1.11E-06
ENSG00000154027	AK5	-0.2	0.019652175
ENSG00000154040	CABYR	0.2	0.004441145
ENSG00000154059	IMPACT	0.3	0.000139947
ENSG00000154065	ANKRD29	1	3.42E-05
ENSG00000154079	SDHAF4	0.3	0.000518972
ENSG00000154080	CHST9	-0.5	0.021950789
ENSG00000154096	THY1	1.7	1.53E-10
ENSG00000154099	DNAAF1	-0.2	0.01821389
ENSG00000154102	C16orf74	-0.3	2.88E-05
ENSG00000154114	TBCEL	0.6	1.22E-07
ENSG00000154118	JPH3	-0.4	1.76E-07
ENSG00000154122	ANKH	0.9	6.50E-09
ENSG00000154124	OTULIN	0.4	2.22E-05
ENSG00000154127	UBASH3B	0.8	3.15E-06
ENSG00000154133	ROBO4	0.3	0.020296071
ENSG00000154134	ROBO3	0.2	0.057891804
ENSG00000154143	PANX3	-0.2	0.00012527
ENSG00000154144	TBRG1	0.4	1.71E-05
ENSG00000154146	NRGN	-0.1	0.172361928
ENSG00000154153	RETREG1	-1	1.76E-05
ENSG00000154162	CDH12	-0.1	0.01268057
ENSG00000154165	GPR15	-0.4	4.21E-08
ENSG00000154174	TOMM70	-0.1	0.009800972
ENSG00000154175	ABI3BP	1.1	6.32E-06
ENSG00000154188	ANGPT1	0.2	0.338632832
ENSG00000154217	PITPNC1	0.2	0.002176651
ENSG00000154222	CC2D1B	0.3	2.46E-05
ENSG00000154227	CERS3	-0.3	0.000434801
ENSG00000154229	PRKCA	0.6	0.000533657
ENSG00000154237	LRRK1	0.2	0.003160913
ENSG00000154240	CEP112	0.1	0.242591465
ENSG00000154252	GAL3ST2	-0.2	0.000146514
ENSG00000154258	ABCA9	0.3	0.057649762
ENSG00000154262	ABCA6	0.5	0.002219149
ENSG00000154265	ABCA5	-0.8	5.08E-08
ENSG00000154269	ENPP3	-0.8	2.82E-05
ENSG00000154274	C4orf19	-0.1	0.586294933
ENSG00000154277	UCHL1	1	5.33E-07
ENSG00000154305	MIA3	0	0.736689063
ENSG00000154309	DISP1	0.6	8.76E-07
ENSG00000154310	TNIK	1.1	7.71E-06
ENSG00000154316	TDH	-1.5	2.63E-06
ENSG00000154319	FAM167A	0.1	0.503385992
ENSG00000154328	NEIL2	0	0.522085797
ENSG00000154330	PGM5	-0.1	0.453101843
ENSG00000154358	OBSCN	-0.5	8.29E-06
ENSG00000154359	LONRF1	0.2	0.069976
ENSG00000154370	TRIM11	0.5	1.65E-06
ENSG00000154380	ENAH	0.4	0.000687635
ENSG00000154415	PPP1R3A	-0.1	0.012333586
ENSG00000154429	CCSAP	0.7	2.93E-06
ENSG00000154438	ASZ1	0	0.241091304
ENSG00000154447	SH3RF1	0.8	4.03E-06
ENSG00000154451	GBP5	0.5	0.004863219
ENSG00000154473	BUB3	0.7	9.96E-07
ENSG00000154478	GPR26	-0.5	1.16E-07
ENSG00000154479	CCDC173	-0.2	0.002065556
ENSG00000154485	MMP21	-0.1	0.002834277
ENSG00000154493	C10orf90	-0.4	1.45E-06
ENSG00000154511	DIPK1A	0.7	1.59E-05
ENSG00000154518	ATP5MC3	0	0.870058992
ENSG00000154548	SRSF12	0.1	0.147624552
ENSG00000154553	PDLIM3	1.3	1.36E-09
ENSG00000154556	SORBS2	-0.1	0.586642698
ENSG00000154582	ELOC	0.6	5.65E-08
ENSG00000154589	LY96	2.3	6.11E-08
ENSG00000154611	PSMA8	-0.1	0.058104014
ENSG00000154639	CXADR	0.1	0.7709965
ENSG00000154640	BTG3	0.6	1.88E-06
ENSG00000154642	C21orf91	0.5	0.000118129
ENSG00000154645	CHODL	-0.5	1.20E-07
ENSG00000154646	TMPRSS15	-1.4	0.000105603
ENSG00000154654	NCAM2	0	0.312717288
ENSG00000154655	L3MBTL4	-0.1	0.265545573
ENSG00000154678	PDE1C	-0.2	0.00338719
ENSG00000154719	MRPL39	0	0.786067546
ENSG00000154721	JAM2	0.7	4.75E-06
ENSG00000154723	ATP5PF	-0.2	0.000295448
ENSG00000154727	GABPA	0.3	0.003557189
ENSG00000154734	ADAMTS1	0.6	0.003426721
ENSG00000154736	ADAMTS5	0.9	0.000317325
ENSG00000154743	TSEN2	0.1	0.299039486
ENSG00000154760	SLFN13	0.8	2.53E-06
ENSG00000154764	WNT7A	-0.3	0.018470088
ENSG00000154767	XPC	0.1	0.047108093
ENSG00000154781	CCDC174	-0.1	0.020808649
ENSG00000154783	FGD5	1	3.34E-07
ENSG00000154803	FLCN	0	0.713062183
ENSG00000154813	DPH3	0.3	0.010466324
ENSG00000154814	OXNAD1	-0.2	0.022383683
ENSG00000154822	PLCL2	-0.2	0.00348296
ENSG00000154832	CXXC1	-0.1	0.000420318
ENSG00000154839	SKA1	0.1	0.218795974
ENSG00000154845	PPP4R1	0.4	2.15E-06
ENSG00000154856	APCDD1	1.2	2.80E-08
ENSG00000154864	PIEZO2	1.4	9.08E-08
ENSG00000154889	MPPE1	0.1	0.036780636
ENSG00000154914	USP43	0	0.950579643
ENSG00000154917	RAB6B	-0.1	0.317303078
ENSG00000154920	EME1	-0.3	0.004833415
ENSG00000154928	EPHB1	-0.4	3.47E-09
ENSG00000154930	ACSS1	-0.6	2.40E-07
ENSG00000154945	ANKRD40	0.3	0.000352468
ENSG00000154975	CA10	-0.2	0.002052164
ENSG00000154978	VOPP1	1	1.37E-07
ENSG00000155008	APOOL	-0.3	2.32E-05
ENSG00000155011	DKK2	1.4	7.45E-09
ENSG00000155016	CYP2U1	0.3	0.000660515
ENSG00000155034	FBXL18	-0.1	0.012753809
ENSG00000155052	CNTNAP5	-0.4	3.61E-07
ENSG00000155066	PROM2	0.8	0.003820876
ENSG00000155085	AK9	-0.1	0.491919056
ENSG00000155087	ODF1	-0.6	2.31E-07
ENSG00000155090	KLF10	0.1	0.443772405
ENSG00000155093	PTPRN2	-0.8	0.000292037
ENSG00000155096	AZIN1	-0.3	0.000245128
ENSG00000155097	ATP6V1C1	0.4	2.67E-06
